cytokine,environment,pbmc,time,donor,value
EGF,Inflammatory,Resting,24,3.0,0.393834677808975
EGF,Inflammatory,Resting,24,4.0,0.300662769596712
EGF,Inflammatory,Resting,48,1.0,1.57072819021347
EGF,Inflammatory,Resting,48,2.0,0.955844291124997
EGF,Inflammatory,Resting,48,3.0,1.08450514073226
EGF,Inflammatory,Resting,48,4.0,0.832163524470082
EGF,Inflammatory,Resting,96,1.0,1.70036730948337
EGF,Inflammatory,Resting,96,2.0,1.79482236783348
EGF,Inflammatory,Resting,96,3.0,0.893364516315034
EGF,Inflammatory,Resting,96,4.0,1.01956848172049
FGF basic/ FGF2/bFGF,Basal,Activated,24,1.0,6.53578321993155
FGF basic/ FGF2/bFGF,Basal,Activated,24,2.0,5.76030007083631
FGF basic/ FGF2/bFGF,Basal,Activated,24,3.0,7.80792905415159
FGF basic/ FGF2/bFGF,Basal,Activated,24,4.0,9.7285122228481
FGF basic/ FGF2/bFGF,Basal,Activated,48,1.0,1.91452388118451
FGF basic/ FGF2/bFGF,Basal,Activated,48,2.0,4.70209900724354
FGF basic/ FGF2/bFGF,Basal,Activated,48,3.0,18.5759808188384
FGF basic/ FGF2/bFGF,Basal,Activated,48,4.0,18.9917801205116
FGF basic/ FGF2/bFGF,Basal,Activated,96,1.0,12.1496268205933
FGF basic/ FGF2/bFGF,Basal,Activated,96,2.0,16.1493631757351
FGF basic/ FGF2/bFGF,Basal,Activated,96,3.0,16.6911588221872
FGF basic/ FGF2/bFGF,Basal,Activated,96,4.0,10.421912546623
FGF basic/ FGF2/bFGF,Basal,None,24,,8.934177420362882
FGF basic/ FGF2/bFGF,Basal,None,48,,5.00387087907441
FGF basic/ FGF2/bFGF,Basal,None,96,,11.38323010839137
FGF basic/ FGF2/bFGF,Basal,Resting,24,1.0,24.615313108027
FGF basic/ FGF2/bFGF,Basal,Resting,24,2.0,16.5893467922307
FGF basic/ FGF2/bFGF,Basal,Resting,24,3.0,36.1428642983104
FGF basic/ FGF2/bFGF,Basal,Resting,24,4.0,39.0608973695631
FGF basic/ FGF2/bFGF,Basal,Resting,48,1.0,10.3586227231836
FGF basic/ FGF2/bFGF,Basal,Resting,48,2.0,12.3762270070534
FGF basic/ FGF2/bFGF,Basal,Resting,48,3.0,27.7150183453554
FGF basic/ FGF2/bFGF,Basal,Resting,48,4.0,37.455331215374
FGF basic/ FGF2/bFGF,Basal,Resting,96,1.0,17.81791284158
FGF basic/ FGF2/bFGF,Basal,Resting,96,2.0,13.6496066797038
FGF basic/ FGF2/bFGF,Basal,Resting,96,3.0,20.459796178632
FGF basic/ FGF2/bFGF,Basal,Resting,96,4.0,11.2172739696749
FGF basic/ FGF2/bFGF,Inflammatory,Activated,24,1.0,19.0265032956248
FGF basic/ FGF2/bFGF,Inflammatory,Activated,24,2.0,33.2787631714651
FGF basic/ FGF2/bFGF,Inflammatory,Activated,24,3.0,53.2600726156413
FGF basic/ FGF2/bFGF,Inflammatory,Activated,24,4.0,41.253810259699
FGF basic/ FGF2/bFGF,Inflammatory,Activated,48,1.0,18.1962606122868
FGF basic/ FGF2/bFGF,Inflammatory,Activated,48,2.0,16.1155993555149
FGF basic/ FGF2/bFGF,Inflammatory,Activated,48,3.0,31.9633845586475
FGF basic/ FGF2/bFGF,Inflammatory,Activated,48,4.0,45.6425622598035
FGF basic/ FGF2/bFGF,Inflammatory,Activated,96,1.0,46.440926757665
FGF basic/ FGF2/bFGF,Inflammatory,Activated,96,2.0,17.1676515222101
FGF basic/ FGF2/bFGF,Inflammatory,Activated,96,3.0,45.7264337734905
FGF basic/ FGF2/bFGF,Inflammatory,Activated,96,4.0,15.5433937594369
FGF basic/ FGF2/bFGF,Inflammatory,None,24,,38.9089541021922
FGF basic/ FGF2/bFGF,Inflammatory,None,48,,12.375825899818286
FGF basic/ FGF2/bFGF,Inflammatory,None,96,,14.943445953554775
FGF basic/ FGF2/bFGF,Inflammatory,Resting,24,1.0,32.8519007858149
FGF basic/ FGF2/bFGF,Inflammatory,Resting,24,2.0,35.9054162993356
FGF basic/ FGF2/bFGF,Inflammatory,Resting,24,3.0,22.7702416467694
FGF basic/ FGF2/bFGF,Inflammatory,Resting,24,4.0,35.2346282383365
FGF basic/ FGF2/bFGF,Inflammatory,Resting,48,1.0,4.73124668973499
FGF basic/ FGF2/bFGF,Inflammatory,Resting,48,2.0,5.14080085855055
FGF basic/ FGF2/bFGF,Inflammatory,Resting,48,3.0,21.9473950770516
FGF basic/ FGF2/bFGF,Inflammatory,Resting,48,4.0,28.1264667088741
FGF basic/ FGF2/bFGF,Inflammatory,Resting,96,1.0,8.63815371662881
FGF basic/ FGF2/bFGF,Inflammatory,Resting,96,2.0,8.05291960692653
FGF basic/ FGF2/bFGF,Inflammatory,Resting,96,3.0,5.19953443322484
FGF basic/ FGF2/bFGF,Inflammatory,Resting,96,4.0,5.28774027423793
G-CSF,Basal,Activated,24,1.0,36.2686647107363
G-CSF,Basal,Activated,24,2.0,32.036244089916
G-CSF,Basal,Activated,24,3.0,105.68680830449
G-CSF,Basal,Activated,24,4.0,143.040771424677
G-CSF,Basal,Activated,48,1.0,451.949805791751
G-CSF,Basal,Activated,48,2.0,2577.86489723427
G-CSF,Basal,Activated,48,3.0,538.233279062296
G-CSF,Basal,Activated,48,4.0,238.951973392713
G-CSF,Basal,Activated,96,1.0,17287.7859810474
G-CSF,Basal,Activated,96,2.0,3230.01304748966
G-CSF,Basal,Activated,96,3.0,2666.51254710255
G-CSF,Basal,Activated,96,4.0,3390.87930294915
G-CSF,Basal,None,24,,2336.666130907834
G-CSF,Basal,None,48,,207.67761379145452
G-CSF,Basal,None,96,,8129.965517810335
G-CSF,Basal,Resting,24,1.0,301.04691720375
G-CSF,Basal,Resting,24,2.0,437.745833403508
G-CSF,Basal,Resting,24,3.0,1191.72658992709
G-CSF,Basal,Resting,24,4.0,1297.45944589869
G-CSF,Basal,Resting,48,1.0,3225.1186068169
G-CSF,Basal,Resting,48,2.0,3019.88247518071
G-CSF,Basal,Resting,48,3.0,2429.05737073015
G-CSF,Basal,Resting,48,4.0,2390.12945620811
G-CSF,Basal,Resting,96,1.0,13427.0403125689
G-CSF,Basal,Resting,96,2.0,14009.4595472136
G-CSF,Basal,Resting,96,3.0,8487.0104154581
G-CSF,Basal,Resting,96,4.0,424.319593856576
G-CSF,Inflammatory,Activated,24,1.0,8037.77381054935
G-CSF,Inflammatory,Activated,24,2.0,5948.31686361627
G-CSF,Inflammatory,Activated,24,3.0,7479.67646499619
G-CSF,Inflammatory,Activated,24,4.0,3.5152253514415
G-CSF,Inflammatory,Activated,48,1.0,11508.438983489
G-CSF,Inflammatory,Activated,48,2.0,10266.8706598577
G-CSF,Inflammatory,Activated,48,3.0,4825.8343007441
G-CSF,Inflammatory,Activated,48,4.0,3286.61592922956
G-CSF,Inflammatory,Activated,96,1.0,8467.13006549711
G-CSF,Inflammatory,Activated,96,2.0,18903.0934182296
G-CSF,Inflammatory,Activated,96,3.0,17693.0805766068
G-CSF,Inflammatory,Activated,96,4.0,6910.14984342527
G-CSF,Inflammatory,None,24,,5613.7433016240075
G-CSF,Inflammatory,None,48,,13867.022892251865
G-CSF,Inflammatory,None,96,,19218.19951418201
G-CSF,Inflammatory,Resting,24,1.0,6363.73765567958
G-CSF,Inflammatory,Resting,24,2.0,4219.16662160016
G-CSF,Inflammatory,Resting,24,3.0,7392.7135270135
G-CSF,Inflammatory,Resting,24,4.0,10976.2493731791
G-CSF,Inflammatory,Resting,48,1.0,9967.16665559111
G-CSF,Inflammatory,Resting,48,2.0,9757.22371894149
G-CSF,Inflammatory,Resting,48,3.0,15826.0038053559
G-CSF,Inflammatory,Resting,48,4.0,15385.9339539084
G-CSF,Inflammatory,Resting,96,1.0,12274.6922818318
G-CSF,Inflammatory,Resting,96,2.0,17935.4709563222
G-CSF,Inflammatory,Resting,96,3.0,683.4290381725
G-CSF,Inflammatory,Resting,96,4.0,760.295990794729
GM-CSF,Basal,Activated,24,1.0,11.6500979979199
GM-CSF,Basal,Activated,24,2.0,17.9101606216194
GM-CSF,Basal,Activated,24,3.0,167.048199363624
GM-CSF,Basal,Activated,24,4.0,232.121451567189
GM-CSF,Basal,Activated,48,1.0,57.8832793012142
GM-CSF,Basal,Activated,48,2.0,231.366534936117
GM-CSF,Basal,Activated,48,3.0,244.497742816363
GM-CSF,Basal,Activated,48,4.0,244.497742816363
GM-CSF,Basal,Activated,96,1.0,639.919893982683
GM-CSF,Basal,Activated,96,2.0,450.993557112805
GM-CSF,Basal,Activated,96,3.0,261.556518149638
GM-CSF,Basal,Activated,96,4.0,261.300786527684
GM-CSF,Basal,None,24,,60.21017605010702
GM-CSF,Basal,None,48,,15.7202000243293
GM-CSF,Basal,None,96,,129.76797550983693
GM-CSF,Basal,Resting,24,1.0,172.11623892442
GM-CSF,Basal,Resting,24,2.0,152.920649782907
GM-CSF,Basal,Resting,24,3.0,239.941368087851
GM-CSF,Basal,Resting,24,4.0,292.221147007503
GM-CSF,Basal,Resting,48,1.0,384.833751585572
GM-CSF,Basal,Resting,48,2.0,332.021448965174
GM-CSF,Basal,Resting,48,3.0,386.450101937183
GM-CSF,Basal,Resting,48,4.0,369.52412637087
GM-CSF,Basal,Resting,96,1.0,427.146243026514
GM-CSF,Basal,Resting,96,2.0,397.789756080787
GM-CSF,Basal,Resting,96,3.0,392.924531200374
GM-CSF,Basal,Resting,96,4.0,206.396312258371
GM-CSF,Inflammatory,Activated,24,1.0,650.599075985681
GM-CSF,Inflammatory,Activated,24,2.0,382.680031207788
GM-CSF,Inflammatory,Activated,24,3.0,431.518885410694
GM-CSF,Inflammatory,Activated,24,4.0,1.47690900777321
GM-CSF,Inflammatory,Activated,48,1.0,679.288433433992
GM-CSF,Inflammatory,Activated,48,2.0,609.745118266566
GM-CSF,Inflammatory,Activated,48,3.0,379.72131455437
GM-CSF,Inflammatory,Activated,48,4.0,435.623633645916
GM-CSF,Inflammatory,Activated,96,1.0,443.574151698624
GM-CSF,Inflammatory,Activated,96,2.0,693.549175369975
GM-CSF,Inflammatory,Activated,96,3.0,580.623067490672
GM-CSF,Inflammatory,Activated,96,4.0,373.008452105251
GM-CSF,Inflammatory,None,24,,330.239803993107
GM-CSF,Inflammatory,None,48,,241.51192316150775
GM-CSF,Inflammatory,None,96,,199.9691366463276
GM-CSF,Inflammatory,Resting,24,1.0,246.526465075028
GM-CSF,Inflammatory,Resting,24,2.0,286.000358412736
GM-CSF,Inflammatory,Resting,24,3.0,275.157612144046
GM-CSF,Inflammatory,Resting,24,4.0,406.730008132042
GM-CSF,Inflammatory,Resting,48,1.0,383.756689133882
GM-CSF,Inflammatory,Resting,48,2.0,298.459713857124
GM-CSF,Inflammatory,Resting,48,3.0,300.022101243308
GM-CSF,Inflammatory,Resting,48,4.0,331.493411910346
GM-CSF,Inflammatory,Resting,96,1.0,445.770774668452
GM-CSF,Inflammatory,Resting,96,2.0,390.225102858487
GM-CSF,Inflammatory,Resting,96,3.0,100.972352355608
GM-CSF,Inflammatory,Resting,96,4.0,107.756767157507
HGF,Basal,Activated,24,1.0,108.706876384503
HGF,Basal,Activated,24,2.0,95.0858723810124
HGF,Basal,Activated,24,3.0,192.268938629672
HGF,Basal,Activated,24,4.0,215.714725277564
HGF,Basal,Activated,48,1.0,277.017754471395
HGF,Basal,Activated,48,2.0,382.864702913159
HGF,Basal,Activated,48,3.0,351.404370518197
HGF,Basal,Activated,48,4.0,318.379172377876
HGF,Basal,Activated,96,1.0,709.332546668468
HGF,Basal,Activated,96,2.0,379.564922447317
HGF,Basal,Activated,96,3.0,304.527407597597
HGF,Basal,Activated,96,4.0,411.267244423143
HGF,Basal,None,24,,246.02808326740785
HGF,Basal,None,48,,403.8130681687933
HGF,Basal,None,96,,575.0498155427625
HGF,Basal,Resting,24,1.0,118.722220485465
HGF,Basal,Resting,24,2.0,109.953950549709
HGF,Basal,Resting,24,3.0,339.73788285618
HGF,Basal,Resting,24,4.0,343.466758690473
HGF,Basal,Resting,48,1.0,646.690214054574
HGF,Basal,Resting,48,2.0,524.889608912446
HGF,Basal,Resting,48,3.0,373.444617720544
HGF,Basal,Resting,48,4.0,466.752332213764
HGF,Basal,Resting,96,1.0,733.554871096414
HGF,Basal,Resting,96,2.0,703.794493450066
HGF,Basal,Resting,96,3.0,375.797366550547
HGF,Basal,Resting,96,4.0,254.754248439895
HGF,Inflammatory,Activated,24,1.0,773.107989532177
HGF,Inflammatory,Activated,24,2.0,243.019343721363
HGF,Inflammatory,Activated,24,3.0,229.997646333632
HGF,Inflammatory,Activated,24,4.0,2.25880201188843
HGF,Inflammatory,Activated,48,1.0,839.541554569661
HGF,Inflammatory,Activated,48,2.0,721.936969942658
HGF,Inflammatory,Activated,48,3.0,246.173229683857
HGF,Inflammatory,Activated,48,4.0,260.642405995566
HGF,Inflammatory,Activated,96,1.0,180.432214468881
HGF,Inflammatory,Activated,96,2.0,870.412575087323
HGF,Inflammatory,Activated,96,3.0,327.184040713673
HGF,Inflammatory,Activated,96,4.0,724.46082793176
HGF,Inflammatory,None,24,,250.11093537020975
HGF,Inflammatory,None,48,,830.839589816334
HGF,Inflammatory,None,96,,694.752136546712
HGF,Inflammatory,Resting,24,1.0,170.409875040164
HGF,Inflammatory,Resting,24,2.0,187.876201670886
HGF,Inflammatory,Resting,24,3.0,125.446623376218
HGF,Inflammatory,Resting,24,4.0,249.782668788838
HGF,Inflammatory,Resting,48,1.0,322.083494116895
HGF,Inflammatory,Resting,48,2.0,492.824765414692
HGF,Inflammatory,Resting,48,3.0,309.137671819079
HGF,Inflammatory,Resting,48,4.0,333.222445980955
HGF,Inflammatory,Resting,96,1.0,580.271401783104
HGF,Inflammatory,Resting,96,2.0,484.117406114989
HGF,Inflammatory,Resting,96,3.0,212.602764583131
HGF,Inflammatory,Resting,96,4.0,237.173099668204
IFN-alpha,Basal,Activated,24,1.0,1.6355541763131
IFN-alpha,Basal,Activated,24,2.0,1.6355541763131
IFN-alpha,Basal,Activated,24,3.0,2.49306655560339
IFN-alpha,Basal,Activated,24,4.0,3.39067204752085
IFN-alpha,Basal,Activated,48,1.0,2.60328960222323
IFN-alpha,Basal,Activated,48,2.0,7.00126633027046
IFN-alpha,Basal,Activated,48,3.0,4.31999114600562
IFN-alpha,Basal,Activated,48,4.0,5.15494716259666
IFN-alpha,Basal,Activated,96,1.0,9.30158562046329
IFN-alpha,Basal,Activated,96,2.0,8.52567791653428
IFN-alpha,Basal,Activated,96,3.0,5.64014075502039
IFN-alpha,Basal,Activated,96,4.0,7.12680808791444
IFN-alpha,Basal,None,24,,3.4082239523021327
IFN-alpha,Basal,None,48,,2.5512751868980326
IFN-alpha,Basal,None,96,,6.995251488553702
IFN-alpha,Basal,Resting,24,1.0,2.27449725105982
IFN-alpha,Basal,Resting,24,2.0,4.08501297942328
IFN-alpha,Basal,Resting,24,3.0,6.00759249571573
IFN-alpha,Basal,Resting,24,4.0,6.00759249571573
IFN-alpha,Basal,Resting,48,1.0,8.39721064123075
IFN-alpha,Basal,Resting,48,2.0,7.00126633027046
IFN-alpha,Basal,Resting,48,3.0,7.75868814327682
IFN-alpha,Basal,Resting,48,4.0,7.2526327146629
IFN-alpha,Basal,Resting,96,1.0,9.17167314741657
IFN-alpha,Basal,Resting,96,2.0,9.17167314741657
IFN-alpha,Basal,Resting,96,3.0,8.91255395151225
IFN-alpha,Basal,Resting,96,4.0,4.31999114600562
IFN-alpha,Inflammatory,Activated,24,1.0,10.8779817972319
IFN-alpha,Inflammatory,Activated,24,2.0,9.56210410043892
IFN-alpha,Inflammatory,Activated,24,3.0,8.52567791653428
IFN-alpha,Inflammatory,Activated,24,4.0,1.06995884773663
IFN-alpha,Inflammatory,Activated,48,1.0,10.3490422868759
IFN-alpha,Inflammatory,Activated,48,2.0,10.8779817972319
IFN-alpha,Inflammatory,Activated,48,3.0,7.00126633027046
IFN-alpha,Inflammatory,Activated,48,4.0,8.01332245207004
IFN-alpha,Inflammatory,Activated,96,1.0,9.17167314741657
IFN-alpha,Inflammatory,Activated,96,2.0,11.0107375639755
IFN-alpha,Inflammatory,Activated,96,3.0,11.410225132276
IFN-alpha,Inflammatory,Activated,96,4.0,8.26899370291263
IFN-alpha,Inflammatory,None,24,,8.572144743648105
IFN-alpha,Inflammatory,None,48,,9.534336722199658
IFN-alpha,Inflammatory,None,96,,7.699879206642785
IFN-alpha,Inflammatory,Resting,24,1.0,8.65439271386776
IFN-alpha,Inflammatory,Resting,24,2.0,6.62637652414214
IFN-alpha,Inflammatory,Resting,24,3.0,10.3490422868759
IFN-alpha,Inflammatory,Resting,24,4.0,8.91255395151225
IFN-alpha,Inflammatory,Resting,48,1.0,8.26899370291263
IFN-alpha,Inflammatory,Resting,48,2.0,9.0419950912895
IFN-alpha,Inflammatory,Resting,48,3.0,11.1436979168078
IFN-alpha,Inflammatory,Resting,48,4.0,9.56210410043892
IFN-alpha,Inflammatory,Resting,96,1.0,9.30158562046329
IFN-alpha,Inflammatory,Resting,96,2.0,10.613091485808
IFN-alpha,Inflammatory,Resting,96,3.0,2.93748034652692
IFN-alpha,Inflammatory,Resting,96,4.0,3.27660356032444
IFN-gamma,Basal,Activated,24,1.0,10.5655380876202
IFN-gamma,Basal,Activated,24,2.0,7.34035036265858
IFN-gamma,Basal,Activated,24,3.0,17.6371195706917
IFN-gamma,Basal,Activated,24,4.0,29.7130840304859
IFN-gamma,Basal,Activated,48,1.0,21.898908494929
IFN-gamma,Basal,Activated,48,2.0,24.0525420535987
IFN-gamma,Basal,Activated,48,3.0,21.4699062801537
IFN-gamma,Basal,Activated,48,4.0,35.8945193296809
IFN-gamma,Basal,Activated,96,1.0,425.302465789139
IFN-gamma,Basal,Activated,96,2.0,367.503851418898
IFN-gamma,Basal,Activated,96,3.0,360.191062889602
IFN-gamma,Basal,Activated,96,4.0,274.32722670247
IFN-gamma,Basal,None,24,,11.215422464446945
IFN-gamma,Basal,None,48,,15.9549099410932
IFN-gamma,Basal,None,96,,19.3474861025209
IFN-gamma,Basal,Resting,24,1.0,413.696214559346
IFN-gamma,Basal,Resting,24,2.0,187.830935157428
IFN-gamma,Basal,Resting,24,3.0,204.84163429679
IFN-gamma,Basal,Resting,24,4.0,419.496538189351
IFN-gamma,Basal,Resting,48,1.0,166.471736574957
IFN-gamma,Basal,Resting,48,2.0,279.452007316129
IFN-gamma,Basal,Resting,48,3.0,304.656515172871
IFN-gamma,Basal,Resting,48,4.0,448.580921671968
IFN-gamma,Basal,Resting,96,1.0,41.7023041165565
IFN-gamma,Basal,Resting,96,2.0,30.1518492061872
IFN-gamma,Basal,Resting,96,3.0,27.526154245703
IFN-gamma,Basal,Resting,96,4.0,34.5631734522785
IFN-gamma,Inflammatory,Activated,24,1.0,159.557558538588
IFN-gamma,Inflammatory,Activated,24,2.0,48.9281723531017
IFN-gamma,Inflammatory,Activated,24,3.0,60.8273932562588
IFN-gamma,Inflammatory,Activated,24,4.0,4.95656149977138
IFN-gamma,Inflammatory,Activated,48,1.0,183.84365573172
IFN-gamma,Inflammatory,Activated,48,2.0,397.906180001038
IFN-gamma,Inflammatory,Activated,48,3.0,371.687166023034
IFN-gamma,Inflammatory,Activated,48,4.0,451.761900644492
IFN-gamma,Inflammatory,Activated,96,1.0,249.823160588702
IFN-gamma,Inflammatory,Activated,96,2.0,177.377233794321
IFN-gamma,Inflammatory,Activated,96,3.0,501.795696040882
IFN-gamma,Inflammatory,Activated,96,4.0,164.49417349403
IFN-gamma,Inflammatory,None,24,,28.224312034515677
IFN-gamma,Inflammatory,None,48,,30.932618214617374
IFN-gamma,Inflammatory,None,96,,28.47196927555459
IFN-gamma,Inflammatory,Resting,24,1.0,29.2747706807257
IFN-gamma,Inflammatory,Resting,24,2.0,20.1865273327802
IFN-gamma,Inflammatory,Resting,24,3.0,25.3512974964366
IFN-gamma,Inflammatory,Resting,24,4.0,181.354659955036
IFN-gamma,Inflammatory,Resting,48,1.0,32.7936213673108
IFN-gamma,Inflammatory,Resting,48,2.0,30.1518492061872
IFN-gamma,Inflammatory,Resting,48,3.0,35.4503478107571
IFN-gamma,Inflammatory,Resting,48,4.0,43.5011339802565
IFN-gamma,Inflammatory,Resting,96,1.0,34.5631734522785
IFN-gamma,Inflammatory,Resting,96,2.0,31.4707997811342
IFN-gamma,Inflammatory,Resting,96,3.0,22.3284982041942
IFN-gamma,Inflammatory,Resting,96,4.0,23.6206965402407
IL-10,Basal,Activated,24,1.0,5.09494449386164
IL-10,Basal,Activated,24,2.0,5.72137838772561
IL-10,Basal,Activated,24,3.0,74.7123156108008
IL-10,Basal,Activated,24,4.0,91.5380788149829
IL-10,Basal,Activated,48,1.0,16.0832687841821
IL-10,Basal,Activated,48,2.0,43.5751017846899
IL-10,Basal,Activated,48,3.0,93.657679238248
IL-10,Basal,Activated,48,4.0,116.605625630895
IL-10,Basal,Activated,96,1.0,107.393057115101
IL-10,Basal,Activated,96,2.0,134.713939139389
IL-10,Basal,Activated,96,3.0,91.6894303399115
IL-10,Basal,Activated,96,4.0,82.4711561795677
IL-10,Basal,None,24,,5.7594764424027005
IL-10,Basal,None,48,,3.454428624536955
IL-10,Basal,None,96,,5.364078549778495
IL-10,Basal,Resting,24,1.0,95.9302814284641
IL-10,Basal,Resting,24,2.0,51.4414740361057
IL-10,Basal,Resting,24,3.0,77.4215344238785
IL-10,Basal,Resting,24,4.0,113.100602932632
IL-10,Basal,Resting,48,1.0,94.1878060919173
IL-10,Basal,Resting,48,2.0,108.38171576977
IL-10,Basal,Resting,48,3.0,129.66301821636
IL-10,Basal,Resting,48,4.0,118.435625220912
IL-10,Basal,Resting,96,1.0,65.3286473860652
IL-10,Basal,Resting,96,2.0,52.7809751738059
IL-10,Basal,Resting,96,3.0,44.9081368049772
IL-10,Basal,Resting,96,4.0,77.3462397361506
IL-10,Inflammatory,Activated,24,1.0,112.719820948298
IL-10,Inflammatory,Activated,24,2.0,67.0523982251771
IL-10,Inflammatory,Activated,24,3.0,112.643669271804
IL-10,Inflammatory,Activated,24,4.0,0.475537265660722
IL-10,Inflammatory,Activated,48,1.0,91.9921558949762
IL-10,Inflammatory,Activated,48,2.0,127.827835574056
IL-10,Inflammatory,Activated,48,3.0,107.317017892839
IL-10,Inflammatory,Activated,48,4.0,95.0210438501827
IL-10,Inflammatory,Activated,96,1.0,108.685973820576
IL-10,Inflammatory,Activated,96,2.0,99.1146447007522
IL-10,Inflammatory,Activated,96,3.0,125.305803379049
IL-10,Inflammatory,Activated,96,4.0,115.386115534204
IL-10,Inflammatory,None,24,,71.69227834701103
IL-10,Inflammatory,None,48,,15.874650664320836
IL-10,Inflammatory,None,96,,9.827411235766963
IL-10,Inflammatory,Resting,24,1.0,41.799600170571
IL-10,Inflammatory,Resting,24,2.0,58.2981387741123
IL-10,Inflammatory,Resting,24,3.0,75.5398269302503
IL-10,Inflammatory,Resting,24,4.0,98.12867382582
IL-10,Inflammatory,Resting,48,1.0,52.9298711863962
IL-10,Inflammatory,Resting,48,2.0,69.3777917917494
IL-10,Inflammatory,Resting,48,3.0,99.4180800978291
IL-10,Inflammatory,Resting,48,4.0,102.757700678659
IL-10,Inflammatory,Resting,96,1.0,40.0263236598327
IL-10,Inflammatory,Resting,96,2.0,35.8978656305752
IL-10,Inflammatory,Resting,96,3.0,24.7677565484596
IL-10,Inflammatory,Resting,96,4.0,28.1960610288841
IL-12/IL-23p40,Basal,Activated,24,1.0,231.894606910593
IL-12/IL-23p40,Basal,Activated,24,2.0,176.786167559256
IL-12/IL-23p40,Basal,Activated,24,3.0,668.745415807609
IL-12/IL-23p40,Basal,Activated,24,4.0,867.575882170907
IL-12/IL-23p40,Basal,Activated,48,1.0,167.58257559052
IL-12/IL-23p40,Basal,Activated,48,2.0,305.128550665462
IL-12/IL-23p40,Basal,Activated,48,3.0,939.732734818086
IL-12/IL-23p40,Basal,Activated,48,4.0,1011.82209310756
IL-12/IL-23p40,Basal,Activated,96,1.0,867.575882170907
IL-12/IL-23p40,Basal,Activated,96,2.0,939.732734818086
IL-12/IL-23p40,Basal,Activated,96,3.0,885.621722174443
IL-12/IL-23p40,Basal,Activated,96,4.0,795.345765959391
IL-12/IL-23p40,Basal,None,24,,217.96167599530702
IL-12/IL-23p40,Basal,None,48,,139.81984693990051
IL-12/IL-23p40,Basal,None,96,,190.45850637979726
IL-12/IL-23p40,Basal,Resting,24,1.0,378.1468869439
IL-12/IL-23p40,Basal,Resting,24,2.0,903.663083840333
IL-12/IL-23p40,Basal,Resting,24,3.0,350.787129026533
IL-12/IL-23p40,Basal,Resting,24,4.0,550.925659306709
IL-12/IL-23p40,Basal,Resting,48,1.0,1056.84588781042
IL-12/IL-23p40,Basal,Resting,48,2.0,1101.84632271916
IL-12/IL-23p40,Basal,Resting,48,3.0,1101.84632271916
IL-12/IL-23p40,Basal,Resting,48,4.0,1065.84781109554
IL-12/IL-23p40,Basal,Resting,96,1.0,523.694994536168
IL-12/IL-23p40,Basal,Resting,96,2.0,614.401486478414
IL-12/IL-23p40,Basal,Resting,96,3.0,396.373221605558
IL-12/IL-23p40,Basal,Resting,96,4.0,341.661526122847
IL-12/IL-23p40,Inflammatory,Activated,24,1.0,1011.82209310756
IL-12/IL-23p40,Inflammatory,Activated,24,2.0,614.401486478414
IL-12/IL-23p40,Inflammatory,Activated,24,3.0,1083.84888752509
IL-12/IL-23p40,Inflammatory,Activated,24,4.0,54.6090534979424
IL-12/IL-23p40,Inflammatory,Activated,48,1.0,831.470381185437
IL-12/IL-23p40,Inflammatory,Activated,48,2.0,1173.80084016978
IL-12/IL-23p40,Inflammatory,Activated,48,3.0,1146.82437519137
IL-12/IL-23p40,Inflammatory,Activated,48,4.0,759.201146070103
IL-12/IL-23p40,Inflammatory,Activated,96,1.0,939.732734818086
IL-12/IL-23p40,Inflammatory,Activated,96,2.0,1191.78094449412
IL-12/IL-23p40,Inflammatory,Activated,96,3.0,1209.75774502398
IL-12/IL-23p40,Inflammatory,Activated,96,4.0,1002.81443887399
IL-12/IL-23p40,Inflammatory,None,24,,882.6133399867607
IL-12/IL-23p40,Inflammatory,None,48,,519.036827494671
IL-12/IL-23p40,Inflammatory,None,96,,362.06640052229625
IL-12/IL-23p40,Inflammatory,Resting,24,1.0,460.087932854059
IL-12/IL-23p40,Inflammatory,Resting,24,2.0,885.621722174443
IL-12/IL-23p40,Inflammatory,Resting,24,3.0,957.761196549075
IL-12/IL-23p40,Inflammatory,Resting,24,4.0,441.895397107642
IL-12/IL-23p40,Inflammatory,Resting,48,1.0,369.029736263102
IL-12/IL-23p40,Inflammatory,Resting,48,2.0,387.261360546139
IL-12/IL-23p40,Inflammatory,Resting,48,3.0,1011.82209310756
IL-12/IL-23p40,Inflammatory,Resting,48,4.0,1209.75774502398
IL-12/IL-23p40,Inflammatory,Resting,96,1.0,587.207852595137
IL-12/IL-23p40,Inflammatory,Resting,96,2.0,659.691952235625
IL-12/IL-23p40,Inflammatory,Resting,96,3.0,405.482531636585
IL-12/IL-23p40,Inflammatory,Resting,96,4.0,314.266556134949
IL-13,Basal,Activated,24,1.0,58.509373571102
IL-13,Basal,Activated,24,2.0,58.509373571102
IL-13,Basal,Activated,24,3.0,58.509373571102
IL-13,Basal,Activated,24,4.0,76.153276122877
IL-13,Basal,Activated,48,1.0,58.509373571102
IL-13,Basal,Activated,48,2.0,58.509373571102
IL-13,Basal,Activated,48,3.0,58.509373571102
IL-13,Basal,Activated,48,4.0,58.509373571102
IL-13,Basal,Activated,96,1.0,25.7136791451341
IL-13,Basal,Activated,96,2.0,58.509373571102
IL-13,Basal,Activated,96,3.0,58.509373571102
IL-13,Basal,Activated,96,4.0,58.509373571102
IL-13,Basal,None,24,,38.42137948356213
